,id,lastFundingIndex,margin,lastPrice,size,account,marketKey
166,205,789,49985000000000000001,1866095000000000000000,5358783984738183,0xad09e6594c14320e0f001be83b365c3087b0e651,sXAU
179,230,885,99451531681464537626,1865835000000000000000,268520674633331100,0x7c65eeefff2b7127df173b43b7c93b93ab75c7e7,sXAU
224,320,1299,245527163025164471297,1746639500000000000000,281988310590580500,0x17d60e33385700247741d8a0c2db0d4ac28130d7,sXAU
244,354,1448,97288592788867785313,1720499500000000000000,56631661274081820,0x7015196637e67b4247589d6f24fba015b26003ed,sXAU
577,789,3365,100000000000000000417,1837145000000000000000,54432284876806131,0x232dd3285385920dfc33730e9d3aeb507b51c094,sXAU
584,797,3398,100800000000000001123,1871714990000000000000,-53854353113878732,0x31e291c8b0dd4a53cdd0b33e4cfc7b490959374e,sXAU
642,876,3903,60250000000000001879,1999420000000000000000,120534955136989727,0xd0dbc8c5b648804fce467db21c8fb7dbc233eb4d,sXAU
22,20,79,49774999999999999983,23395000000000000000,6411626415900834000,0x07b1718ca940462fddf273a84fb40ee326cf05aa,sXAG
61,67,1604,850558343520093133375,21751000000000000000,339921459844011800000,0x93681e7a57dabc0e57633d15dccf880de4831426,sXAG
150,273,1623,56391333333333333343,23800100000000000000,35540606972239612438,0xd59fdd823972906aec538d2515a55b14cb8650dd,sXAG
165,220,1631,391265061794063214185,25887850000000000000,66580075455451271840,0xcc0b656c68cb0082f4fb87ecc0b106cd2c0b0d34,sXAG
167,221,1317,59526125000000000000,23810450000000000000,5000000000000000000,0x1aa22379a3b14af055c434cdb7d6472f5f191d6f,sXAG
190,270,1595,449824455131546203067,21684550000000000000,20751671662439474290,0xd2a0123dfc0a9aca211ae65b42ef174ee9d98875,sXAG
2,2,8,99249999999999999952,1083376800000000000,-461519943938249400000,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,sEUR
327,437,1944,100229999999999999999,1064030000000000000,94198471847598282003,0xf03f10d8ea7642920716d45e06321f9a1e99874d,sEUR
349,465,2075,146876908312205131023,1084795000000000000,-2791670000000000000000,0xaa747f556d2b3445e33b24b6339278cbbf2dc683,sEUR
231,1645,6648,161352601712150081003,3376372110000000000,146014746385418620035,0x54cce440406a722550f8650d765c89130131239d,sAPE
376,1414,5015,49995095483359344403,3911848570000000000,-12781680861434776857,0xbf23fea426bfeaa388d3854a53f075d74cb35ebe,sAPE
174,604,2330,101000000000000000002,1896810310000000000,53247285438890302109,0x534d143c0c2470c85d91ce8610a0975073c50819,sDYDX
439,1131,5038,42392732537157190911,3002987550000000000,-3800435639456487,0x7827da9ef03e5e368e2925d2f957abc78cf94152,sDYDX
443,1141,4963,51748203644615919951,3512702400000000000,21351082858599123000,0x856b63349fb6c818ea7cd7305483ae0ef6956f6c,sDYDX
49,198,955,40001000000000000000,316379313760000000000,-1080,0x9640f1cb81b370186d1fcd3b9cbfa2854e49555e,sBNB
169,188,830,104740000000000000212,352717926890000000000,296951166966527982,0x3ca18812dc03134d3c45b50af7896219d2675a28,sBNB
432,652,3016,89816214000000000000,306310000000000000000,-200000000000000000,0xf37093e34577b69c4c5e89c5990cbbf22ff78c57,sBNB
40,1858,8667,40000942350346383890,3041071400000000000,-84781036188764785633,0xba64294b01d43f0b942879efd5184352bb33a5a4,sOP
102,1777,8062,219000000000000000003,2172620000000000000,-100799955813717999466,0x9b96f95076728c81533f55264fbc3a09736632f3,sOP
116,1812,8220,51000000000000000002,2100000000000000000,24285714285714285714,0x886339bcccaf85f67a65b49bd96c2eb24541dcdd,sOP
105,140,510,100072743778557419496,938860720000000000,107158215221258400000,0x76fa5876ecef7cecfbe8f94566a1e7252c20bf39,sOP
127,169,618,198137978274852866624,904950000000000000,-22653185258854080000,0x16562eb02a3c95712c10914c6c7ba0f4b0502d6c,sOP
217,286,1101,103373585308743538459,876739050000000000,237715528365667700000,0xee98c1feb5946b83ffcb787048c90dd392217be2,sOP
458,2029,9624,75495657836851669320,1523627410000000000,247749739300693332014,0x54cce440406a722550f8650d765c89130131239d,sOP
461,619,2583,108130000000000000001,1094192990000000000,98821689581469535826,0x6ebce2a06f08c6523838e12fa4d0388e9c0d6257,sOP
769,1098,4774,108530000000000000001,1010660490000000000,107385220926168786908,0x33a51660e36d935821c8409f9bee31f99a3497c9,sOP
880,1324,5848,101000000000000000002,967356750000000000,104408223749924730457,0xcf5f534e4332f86cc213ed6a5fb539cf850b8be6,sOP
881,1325,5850,50999934910883704488,967619430000000000,52720984269763972805,0x5fe085089a2c53a12c17ce7749d6c3da9045ad69,sOP
897,1352,5972,118220000000000000002,1016970000000000000,116247283597352920931,0x1e7d1da990dbdcb509bd04f0bf40d1762cddf5ef,sOP
395,776,3241,100340000000000000002,76930000000000000,1304302612764851163395,0x09da02a17ae74cffd4b7b256c532873107ed33cd,sDOGE
403,795,3641,192642787154683470385,91790100000000000,5673542353846594019559,0xc53012a0f8e4d9df4478d9a5386291617a191a43,sDOGE
18,23,78,99399999999999999978,1229806573467951058,-81313600168852910000,0x253956aedc059947e700071bc6d74bd8e34fe2ab,sDebtRatio
28,39,156,101766653922334612184,1218356394239230945,168717200141796600000,0x945d5bcda8dcd9cd8b221fd23cf4b6c0e7e50bd5,sDebtRatio
